intent,sub intent,data,slots
agrochemicals,pesticides,how much pesticide is used,O B-agrochemical_dosage B-agrochemical_type O B-agrochemical_usecase
agrochemicals,pesticides,can we use expired pesticides,O O B-agrochemical_usecase O B-agrochemical_type
agrochemicals,fertilizers,is there any fertilizer expiry date,O O O B-agrochemical_type B-agrochemical_shelflife B-agrochemical_shelflife
agrochemicals,pesticides,pesticides,B-agrochemical_type
agrochemicals,pesticides,what are the most harmful pesticides,O O O O B-agrochemical_disadv B-agrochemical_type
agrochemicals,pesticides,what are organic pesticides,O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,pesticides,what is the benefit of pesticides usage,O O O B-agrochemical_adv O B-agrochemical_type B-agrochemical_usecase
agrochemicals,fungicides,what are fungicides,O O B-agrochemical_type
agrochemicals,pesticides,how to decide the pesticide amount,O O B-agrochemical_type O B-agrochemical_type B-agrochemical_price
agrochemicals,fertilizers,what are the signs of high fertilization,O O O O O O B-agrochemical_type
agrochemicals,pesticides,what is the charge for buying pesticides,O O O B-agrochemical_price O B-agrochemical_price B-agrochemical_type
agrochemicals,fertilizers,most common elements in fertilizers,O O B-agrochemical_ingredients O B-agrochemical_type
agrochemicals,fertilizers,what kind of fertilizer makes flowers bloom,O O O B-agrochemical_type O O O
agrochemicals,fertilizers,is chemical fertilizer harmful,O B-agrochemical_ingredients B-agrochemical_type B-agrochemical_disadv
agrochemicals,insecticides,what is the value of insecticides,O O O B-agrochemical_price O B-agrochemical_type
agrochemicals,insecticides,what is the most effective organic pesticide,O O O O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,pesticides,what is the price of roundup pesticide,O O O B-agrochemical_price O O B-agrochemical_type
agrochemicals,fertilizers,what fertilizer make plants grow faster,O B-agrochemical_type O O B-agrochemical_usecase O
agrochemicals,herbicides,why is using artificial herbicide bad,O O O B-agrochemical_usecase B-agrochemical_type B-agrochemical_disadv
agrochemicals,fertilizers,which fertilizers contain zinc,O B-agrochemical_type B-agrochemical_ingredients B-agrochemical_ingredients
agrochemicals,insecticides,can insecticides harm the soil,O B-agrochemical_type B-agrochemical_disadv O O
agrochemicals,pesticides,what are pesticides,O O B-agrochemical_type
agrochemicals,fertilizers,what is chemical composition of fertilizer,O O B-agrochemical_ingredients B-agrochemical_ingredients O B-agrochemical_type
agrochemicals,pesticides,what is the value of pesticides,O O O B-agrochemical_price O B-agrochemical_type
agrochemicals,pesticides,what is pesticide,O O B-agrochemical_type
agrochemicals,pesticides,can pesticides be harmful to humans,O B-agrochemical_type O B-agrochemical_disadv O O
agrochemicals,pesticides,good effects of pesticide,B-agrochemical_adv O O B-agrochemical_type
agrochemicals,fertilizers,what are the harmful effects of chemical fertilizers,O O O B-agrochemical_disadv O O B-agrochemical_ingredients B-agrochemical_type
agrochemicals,herbicides,does herbicide help in plant growth,O B-agrochemical_type B-agrochemical_adv O O B-agrochemical_usecase
agrochemicals,pesticides,where are the pesticides used,O O O B-agrochemical_type B-agrochemical_usecase
agrochemicals,fertilizers,how does fertilizer work,O O B-agrochemical_type B-agrochemical_usecase
agrochemicals,fertilizers,what type of fertilizers do farmers use,O O O B-agrochemical_type O O B-agrochemical_usecase
agrochemicals,fertilizers,what is a fertilizer,O O O B-agrochemical_type
agrochemicals,fertilizers,what is the lifetime of fertilizer,O O O B-agrochemical_shelflife O B-agrochemical_type
agrochemicals,fungicides,what is the price of fungicides,O O O B-agrochemical_price O B-agrochemical_type
agrochemicals,fungicides,how do you control fungi in plants,O O O B-agrochemical_usecase B-agrochemical_type O O
agrochemicals,pesticides,does pesticide contain zinc,O B-agrochemical_type B-agrochemical_ingredients B-agrochemical_ingredients
agrochemicals,pesticides,what are the ingredients in pesticide,O O O B-agrochemical_ingredients O B-agrochemical_type
agrochemicals,herbicides,do herbicides harm the soil,O B-agrochemical_type B-agrochemical_disadv O O
agrochemicals,fungicides,what do agrochemicals mean,O O B-agrochemical_ingredients O
agrochemicals,pesticides,what is duration of pesticides usage,O O B-agrochemical_shelflife O B-agrochemical_type B-agrochemical_usecase
agrochemicals,fertilizers,advantages of using organic fertilizer,B-agrochemical_adv O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,insecticides,what are common insecticides,O O O B-agrochemical_type
agrochemicals,pesticides,how do pesticides work,O O B-agrochemical_type B-agrochemical_usecase
agrochemicals,fertilizers,explain fertilizer,O B-agrochemical_type
agrochemicals,herbicides,composition of best herbicide,B-agrochemical_ingredients O O B-agrochemical_type
agrochemicals,insecticides,what are the organic insecticides,O O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,fertilizers,what is the best fertilizer for flowering plants,O O O O B-agrochemical_type O O O
agrochemicals,fertilizers,how much dosage of fertilizer is required,O B-agrochemical_dosage B-agrochemical_dosage O B-agrochemical_type O O
agrochemicals,herbicides,what types of compounds are herbicides,O O O B-agrochemical_ingredients O B-agrochemical_type
agrochemicals,insecticides,what amount of insecticide is required,O B-agrochemical_price O B-agrochemical_type O O
agrochemicals,pesticides,working of pesticide,B-agrochemical_usecase O B-agrochemical_type
agrochemicals,fertilizers,what is fertilizer and how do you read them,O O B-agrochemical_type O O O O O O
agrochemicals,insecticides,how long do insecticides last,O O O B-agrochemical_type B-agrochemical_shelflife
agrochemicals,insecticides,do insecticides help in plant growth,O B-agrochemical_type B-agrochemical_adv O O B-agrochemical_usecase
agrochemicals,fertilizers,what is the difference between manure and fertilizer,O O O O O O O B-agrochemical_type
agrochemicals,insecticides,how to use insecticides,O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,pesticides,how do pesticides work,O O B-agrochemical_type B-agrochemical_usecase
agrochemicals,fertilizers,which is the cheapest fertilizer,O O O B-agrochemical_type B-agrochemical_type
agrochemicals,fertilizers,is fertilizer important,O B-agrochemical_type O
agrochemicals,fertilizers,what are different types of fertilizers,O O O O O B-agrochemical_type
agrochemicals,insecticides,do you think the advantages of insecticides outweigh the costs,O O O O B-agrochemical_adv O B-agrochemical_type O O B-agrochemical_price
agrochemicals,herbicides,why do farmers use herbicides,O O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,insecticides,what is the best insecticide,O O O O B-agrochemical_type
agrochemicals,fertilizers,what are the disadvantages of fertilizers,O O O B-agrochemical_adv O B-agrochemical_type
agrochemicals,insecticides,what is a natural insecticide,O O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,fungicides,what is the price of nativo fungicide,O O O B-agrochemical_price O O B-agrochemical_type
agrochemicals,fertilizers,how often should i fertilize plants,O O O O B-agrochemical_type O
agrochemicals,pesticides,a pesticide formulation is made up of what two categories of components,O B-agrochemical_type B-agrochemical_ingredients O O O O O O O O B-agrochemical_ingredients
agrochemicals,pesticides,can pesticides have a bad effect on soil,O B-agrochemical_type O O B-agrochemical_disadv O O O
agrochemicals,herbicides,how much herbicide is used by plants,O B-agrochemical_dosage B-agrochemical_type O B-agrochemical_usecase O O
agrochemicals,fungicides,how much fungicide do you mix with water,O B-agrochemical_dosage B-agrochemical_type O O B-agrochemical_ingredients O O
agrochemicals,fungicides,how to use fungicide,O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,fungicides,how much do agrochemicals affect crop growth,O B-agrochemical_dosage O B-agrochemical_ingredients O B-agrochemical_usecase B-agrochemical_usecase
agrochemicals,insecticides,what is quantity of insecticide used in plants,O O B-agrochemical_dosage O B-agrochemical_type B-agrochemical_usecase O O
agrochemicals,pesticides,are organic pesticides more expensive,O B-agrochemical_usecase B-agrochemical_type O B-agrochemical_price
agrochemicals,insecticides,how long does insecticide spray last,O O O B-agrochemical_type O B-agrochemical_shelflife
agrochemicals,fertilizers,what are some examples of natural fertilizers,O O O O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,herbicides,do herbicides contain chemicals,O B-agrochemical_type B-agrochemical_ingredients B-agrochemical_ingredients
agrochemicals,fertilizers,do fertilizers expire,O B-agrochemical_type O
agrochemicals,herbicides,how much does herbicide cost,O B-agrochemical_dosage O B-agrochemical_type B-agrochemical_price
